occupation,location,income,welfare,working_experience,education,industry,section,scale,category
护士,福建,9,TRUE,5年以上,大专,互联网/IT/电子/通信,已上市,500以上,其他职业类
护士,广东,11.4,TRUE,1-3年,大专,制药/医疗,不需要融资,100-499,其他职业类
护士,辽宁,6.6,FALSE,5年以上,大专,制药/医疗,不需要融资,100-499,其他职业类
护士,安徽,5.4,FALSE,1年以内,本科,制药/医疗,未知,100以下,其他职业类
护士,浙江,10.8,FALSE,1年以内,本科,服务业,未知,100以下,其他职业类
护士,辽宁,9.6,FALSE,3-5年,高中及以下,制药/医疗,不需要融资,100以下,其他职业类
护士,辽宁,7.8,FALSE,经验不限,学历不限,制药/医疗,未知,100以下,其他职业类
护士,广东,10.2,FALSE,5年以上,大专,制药/医疗,不需要融资,100以下,其他职业类
护士,湖北,6.6,FALSE,3-5年,大专,制药/医疗,未融资,100-499,其他职业类
护士,天津,7.2,FALSE,经验不限,本科,互联网/IT/电子/通信,不需要融资,100-499,其他职业类
护士,四川,7.8,TRUE,3-5年,本科,服务业,天使轮,100以下,其他职业类
护士,湖南,7.8,FALSE,3-5年,大专,制药/医疗,不需要融资,100以下,其他职业类
护士,重庆,6.6,FALSE,1-3年,大专,互联网/IT/电子/通信,未融资,100以下,其他职业类
护士,广东,9.6,FALSE,5年以上,本科,制药/医疗,未知,100以下,其他职业类
护士,山东,9,TRUE,3-5年,学历不限,服务业,未融资,100以下,其他职业类
护士,河北,12,TRUE,5年以上,高中及以下,制药/医疗,不需要融资,100-499,其他职业类
护士,辽宁,4.8,FALSE,1-3年,高中及以下,制药/医疗,未知,100以下,其他职业类
护士,安徽,7.2,FALSE,5年以上,学历不限,服务业,未融资,100以下,其他职业类
护士,浙江,10.2,FALSE,5年以上,高中及以下,制药/医疗,未知,100以下,其他职业类
护士,陕西,3.6,TRUE,经验不限,学历不限,互联网/IT/电子/通信,已上市,500以上,其他职业类
护士,海南,6.6,TRUE,3-5年,高中及以下,制药/医疗,已上市,100以下,其他职业类
护士,江苏,10.2,FALSE,3-5年,大专,制药/医疗,未融资,100以下,其他职业类
护士,浙江,7.8,TRUE,1-3年,大专,制药/医疗,不需要融资,100以下,其他职业类
护士,河南,7.8,TRUE,经验不限,学历不限,制药/医疗,不需要融资,100以下,其他职业类
护士,浙江,15.6,TRUE,1-3年,大专,制药/医疗,未融资,100-499,其他职业类
护士,辽宁,9,TRUE,3-5年,大专,制药/医疗,未融资,100以下,其他职业类
护士,内蒙古,6,FALSE,5年以上,大专,制药/医疗,未知,100以下,其他职业类
护士,江苏,7.8,FALSE,5年以上,大专,制药/医疗,未知,100以下,其他职业类
护士,未知,6,TRUE,1-3年,高中及以下,制药/医疗,未知,100以下,其他职业类
护士,江苏,7.8,TRUE,3-5年,大专,制药/医疗,未融资,100以下,其他职业类
护士,新疆,7.8,TRUE,3-5年,大专,制药/医疗,不需要融资,100以下,其他职业类
护士,四川,10.2,FALSE,1-3年,大专,制药/医疗,未融资,100以下,其他职业类
护士,浙江,11.4,TRUE,1-3年,大专,制药/医疗,未融资,100-499,其他职业类
护士,四川,7.2,TRUE,1-3年,大专,制药/医疗,未融资,100以下,其他职业类
护士,辽宁,9,TRUE,1-3年,大专,制药/医疗,未融资,100以下,其他职业类
护士,云南,10.8,FALSE,1-3年,大专,服务业,未融资,500以上,其他职业类
护士,四川,6.6,FALSE,1-3年,学历不限,制药/医疗,未知,100以下,其他职业类
护士,广东,9,TRUE,5年以上,大专,制药/医疗,已上市,500以上,其他职业类
护士,江苏,10.8,TRUE,1-3年,大专,制药/医疗,未融资,100-499,其他职业类
护士,广东,15,TRUE,经验不限,本科,制药/医疗,未知,100以下,其他职业类
护士,江苏,12.6,TRUE,3-5年,大专,制药/医疗,不需要融资,100-499,其他职业类
护士,湖南,9,FALSE,1-3年,大专,制药/医疗,未融资,100-499,其他职业类
护士,深圳,12,FALSE,3-5年,本科,制药/医疗,未知,100以下,其他职业类
护士,广东,5.4,FALSE,经验不限,学历不限,制药/医疗,不需要融资,100以下,其他职业类
护士,湖南,6.6,TRUE,1-3年,本科,制药/医疗,未融资,100以下,其他职业类
护士,山东,7.8,FALSE,经验不限,学历不限,制药/医疗,未知,100-499,其他职业类
护士,河南,6.6,TRUE,5年以上,本科,制药/医疗,未融资,100以下,其他职业类
护士,广东,12,TRUE,5年以上,高中及以下,制药/医疗,未融资,100以下,其他职业类
护士,辽宁,7.8,TRUE,3-5年,大专,制药/医疗,未知,100以下,其他职业类
护士,浙江,10.2,FALSE,3-5年,学历不限,制药/医疗,不需要融资,100以下,其他职业类
护士,广东,13.8,TRUE,5年以上,大专,互联网/IT/电子/通信,不需要融资,100-499,其他职业类
护士,湖北,9.6,TRUE,5年以上,高中及以下,制药/医疗,未融资,100以下,其他职业类
护士,深圳,18,TRUE,1-3年,大专,服务业,天使轮,100以下,其他职业类
护士,浙江,11.4,TRUE,3-5年,本科,服务业,未知,100以下,其他职业类
护士,江苏,7.8,TRUE,1-3年,大专,制药/医疗,未融资,100-499,其他职业类
护士,浙江,10.8,FALSE,3-5年,大专,制药/医疗,未融资,100以下,其他职业类
护士,深圳,16.2,TRUE,5年以上,本科,制药/医疗,已上市,100-499,其他职业类
护士,广东,6,FALSE,1-3年,高中及以下,制药/医疗,未融资,100以下,其他职业类
护士,江苏,10.2,TRUE,3-5年,本科,制药/医疗,不需要融资,100以下,其他职业类
护士,四川,5.4,TRUE,经验不限,高中及以下,制药/医疗,不需要融资,100以下,其他职业类
护士,上海,12.6,FALSE,经验不限,学历不限,制药/医疗,未知,100-499,其他职业类
护士,江西,7.8,FALSE,3-5年,大专,政府/非盈利机构/其他,未知,100以下,其他职业类
护士,广西,9,FALSE,3-5年,大专,制药/医疗,未融资,100以下,其他职业类
护士,青海,7.8,FALSE,3-5年,本科,制药/医疗,未融资,100以下,其他职业类
护士,广东,21,TRUE,5年以上,大专,制药/医疗,未知,500以上,其他职业类
护士,湖北,7.8,TRUE,1-3年,大专,制药/医疗,未融资,100-499,其他职业类
护士,陕西,6.6,FALSE,1-3年,学历不限,制药/医疗,未知,100以下,其他职业类
护士,江西,7.8,FALSE,经验不限,学历不限,制药/医疗,未知,100以下,其他职业类
护士,浙江,10.2,TRUE,1-3年,大专,制药/医疗,不需要融资,100以下,其他职业类
护士,四川,12.6,TRUE,5年以上,大专,制药/医疗,未融资,100以下,其他职业类
护士,四川,7.8,FALSE,3-5年,大专,制药/医疗,未知,100以下,其他职业类
护士,广东,12.6,TRUE,3-5年,大专,制药/医疗,不需要融资,100以下,其他职业类
护士,浙江,11.4,FALSE,3-5年,学历不限,制药/医疗,未知,100以下,其他职业类
护士,湖北,7.8,FALSE,1-3年,学历不限,制药/医疗,未融资,100以下,其他职业类
护士,未知,4.8,FALSE,1-3年,本科,制药/医疗,未知,100以下,其他职业类
护士,四川,6.6,FALSE,经验不限,学历不限,制药/医疗,未知,100以下,其他职业类
护士,上海,10.8,FALSE,5年以上,学历不限,制药/医疗,未知,100以下,其他职业类
护士,辽宁,6.6,FALSE,3-5年,学历不限,制药/医疗,未知,100以下,其他职业类
护士,辽宁,8.4,TRUE,经验不限,学历不限,制药/医疗,不需要融资,100以下,其他职业类
护士,浙江,13.8,TRUE,1-3年,大专,制药/医疗,未融资,100以下,其他职业类
护士,浙江,9.6,FALSE,1-3年,大专,制药/医疗,不需要融资,100以下,其他职业类
护士,河北,10.8,FALSE,3-5年,大专,制药/医疗,未知,100以下,其他职业类
护士,广东,6.6,TRUE,1-3年,大专,互联网/IT/电子/通信,未融资,500以上,其他职业类
护士,湖北,9,TRUE,经验不限,大专,互联网/IT/电子/通信,B轮,500以上,其他职业类
护士,安徽,7.8,TRUE,1-3年,高中及以下,制药/医疗,未融资,100-499,其他职业类
护士,深圳,12.6,TRUE,3-5年,大专,互联网/IT/电子/通信,未融资,100以下,其他职业类
护士,湖南,6.6,FALSE,1-3年,大专,制药/医疗,未知,100以下,其他职业类
护士,未知,6,FALSE,1-3年,大专,制药/医疗,未知,100以下,其他职业类
护士,湖南,6.6,FALSE,经验不限,学历不限,制药/医疗,未知,100以下,其他职业类
护士,深圳,10.8,FALSE,1-3年,学历不限,制药/医疗,未知,100以下,其他职业类
护士,江苏,7.8,FALSE,1-3年,学历不限,互联网/IT/电子/通信,未知,100以下,其他职业类
护士,山东,5.4,TRUE,1-3年,学历不限,制药/医疗,不需要融资,100以下,其他职业类
护士,河北,4.8,FALSE,经验不限,高中及以下,政府/非盈利机构/其他,未知,100以下,其他职业类
护士,福建,7.2,FALSE,5年以上,大专,制药/医疗,未知,100以下,其他职业类
护士,陕西,12,TRUE,1-3年,学历不限,制药/医疗,未知,100以下,其他职业类
护士,山西,7.8,FALSE,1-3年,大专,制药/医疗,未融资,100以下,其他职业类
护士,广东,7.8,FALSE,1-3年,大专,制药/医疗,未知,100以下,其他职业类
护士,江苏,11.4,FALSE,经验不限,学历不限,制药/医疗,未知,100以下,其他职业类
护士,四川,9,TRUE,3-5年,大专,制药/医疗,未融资,100以下,其他职业类
护士,浙江,9.6,FALSE,1-3年,大专,服务业,未融资,100以下,其他职业类
护士,广东,11.4,FALSE,3-5年,大专,服务业,未知,100以下,其他职业类
护士,重庆,10.2,TRUE,3-5年,大专,制药/医疗,不需要融资,100-499,其他职业类
护士,北京,10.8,FALSE,3-5年,大专,服务业,未知,100以下,其他职业类
护士,甘肃,7.2,FALSE,3-5年,大专,服务业,未融资,100以下,其他职业类
护士,安徽,8.4,TRUE,3-5年,大专,制药/医疗,不需要融资,100-499,其他职业类
护士,辽宁,7.8,TRUE,3-5年,学历不限,制药/医疗,未知,100以下,其他职业类
护士,上海,10.8,TRUE,1-3年,大专,制药/医疗,不需要融资,100以下,其他职业类
护士,北京,15.6,FALSE,5年以上,大专,制药/医疗,不需要融资,100以下,其他职业类
护士,湖北,10.4,TRUE,3-5年,本科,制药/医疗,未融资,100以下,其他职业类
护士,江苏,11.4,TRUE,1-3年,大专,制药/医疗,未融资,100以下,其他职业类
护士,广东,10.2,FALSE,1-3年,大专,制药/医疗,不需要融资,100以下,其他职业类
护士,内蒙古,9,FALSE,1年以内,大专,制药/医疗,未知,100以下,其他职业类
护士,浙江,9.6,TRUE,经验不限,学历不限,制药/医疗,不需要融资,100以下,其他职业类
护士,江西,6.6,FALSE,1-3年,大专,服务业,未知,100以下,其他职业类
护士,广东,8.4,TRUE,3-5年,大专,制药/医疗,A轮,100以下,其他职业类
护士,江苏,12.6,TRUE,5年以上,学历不限,制药/医疗,未融资,100-499,其他职业类
护士,广东,10.8,FALSE,3-5年,高中及以下,制药/医疗,未知,100以下,其他职业类
护士,山东,10.8,TRUE,3-5年,大专,制药/医疗,未知,100以下,其他职业类
护士,内蒙古,6,FALSE,1-3年,大专,制药/医疗,未融资,100-499,其他职业类
护士,广东,8.4,FALSE,1-3年,学历不限,制药/医疗,未知,100以下,其他职业类
护士,四川,5.4,FALSE,1-3年,学历不限,制药/医疗,未融资,100以下,其他职业类
护士,湖北,11.4,TRUE,3-5年,大专,制药/医疗,未融资,100以下,其他职业类
护士,广东,8.4,TRUE,3-5年,大专,制药/医疗,不需要融资,100-499,其他职业类
护士,吉林,7.2,TRUE,1-3年,学历不限,互联网/IT/电子/通信,未融资,100以下,其他职业类
护士,湖南,6.6,FALSE,3-5年,大专,制药/医疗,未知,100以下,其他职业类
护士,辽宁,6,TRUE,3-5年,大专,服务业,未知,100-499,其他职业类
护士,山西,4.8,FALSE,5年以上,大专,制药/医疗,未知,100以下,其他职业类
护士,未知,7.8,TRUE,5年以上,大专,制药/医疗,未知,100以下,其他职业类
护士,江苏,7.8,TRUE,3-5年,大专,制药/医疗,未知,100-499,其他职业类
护士,深圳,8.4,TRUE,1-3年,大专,制药/医疗,不需要融资,100-499,其他职业类
护士,福建,7.8,FALSE,3-5年,本科,制药/医疗,未知,100-499,其他职业类
护士,河北,6,FALSE,3-5年,本科,制药/医疗,未融资,100-499,其他职业类
护士,安徽,5.4,FALSE,经验不限,学历不限,制药/医疗,未知,100以下,其他职业类
护士,陕西,6.6,FALSE,5年以上,本科,制药/医疗,未知,100-499,其他职业类
护士,江苏,8.4,TRUE,经验不限,学历不限,制药/医疗,未知,100以下,其他职业类
护士,贵州,7.8,FALSE,5年以上,大专,制药/医疗,未知,100-499,其他职业类
护士,辽宁,7.2,TRUE,1-3年,大专,制药/医疗,未知,100-499,其他职业类
护士,福建,12,TRUE,5年以上,大专,互联网/IT/电子/通信,未融资,500以上,其他职业类
护士,江苏,9.6,TRUE,5年以上,大专,制药/医疗,未融资,100以下,其他职业类
护士,浙江,7.8,TRUE,1-3年,大专,制药/医疗,未融资,100-499,其他职业类
护士,山东,8.4,TRUE,3-5年,高中及以下,制药/医疗,未知,100以下,其他职业类
护士,广东,7.2,FALSE,1-3年,高中及以下,制药/医疗,未知,100以下,其他职业类
护士,江苏,12.6,TRUE,3-5年,大专,互联网/IT/电子/通信,未融资,100以下,其他职业类
护士,海南,7.8,TRUE,3-5年,大专,制药/医疗,不需要融资,100以下,其他职业类
护士,福建,10.8,TRUE,3-5年,大专,制药/医疗,不需要融资,100以下,其他职业类
护士,广东,9.6,TRUE,1-3年,高中及以下,制药/医疗,未融资,100以下,其他职业类
护士,浙江,15,TRUE,3-5年,大专,制药/医疗,未融资,100以下,其他职业类
护士,江苏,10.8,TRUE,3-5年,大专,制药/医疗,不需要融资,100以下,其他职业类
护士,吉林,8.4,FALSE,3-5年,大专,制药/医疗,未融资,100以下,其他职业类
护士,湖北,6,TRUE,5年以上,大专,制药/医疗,未融资,100以下,其他职业类
护士,广东,10.8,TRUE,3-5年,大专,互联网/IT/电子/通信,D轮及以上,500以上,其他职业类
护士,浙江,12.35,TRUE,经验不限,大专,制药/医疗,未知,100-499,其他职业类
护士,浙江,15,FALSE,1-3年,高中及以下,制药/医疗,未融资,100以下,其他职业类
护士,广东,6.6,FALSE,1-3年,高中及以下,制药/医疗,未知,100以下,其他职业类
护士,湖南,7.8,TRUE,经验不限,学历不限,制药/医疗,不需要融资,100-499,其他职业类
护士,辽宁,4.8,FALSE,3-5年,学历不限,制药/医疗,未融资,100以下,其他职业类
护士,浙江,10.2,TRUE,3-5年,大专,制药/医疗,不需要融资,100以下,其他职业类
护士,浙江,12,FALSE,5年以上,大专,制药/医疗,未融资,100以下,其他职业类
护士,山西,7.8,TRUE,1-3年,大专,服务业,不需要融资,500以上,其他职业类
护士,广西,12,FALSE,3-5年,大专,制药/医疗,天使轮,100以下,其他职业类
护士,云南,9.6,FALSE,5年以上,学历不限,制药/医疗,未融资,100-499,其他职业类
护士,广东,12.6,FALSE,经验不限,学历不限,服务业,不需要融资,100以下,其他职业类
顾问,河北,11.4,FALSE,1年以内,学历不限,互联网/IT/电子/通信,未融资,100-499,法务与咨询类
销售,新疆,7.8,TRUE,经验不限,学历不限,互联网/IT/电子/通信,不需要融资,100-499,销售与市场类
顾问,重庆,8.4,FALSE,经验不限,大专,互联网/IT/电子/通信,未知,100以下,法务与咨询类
销售,北京,15,TRUE,经验不限,学历不限,互联网/IT/电子/通信,不需要融资,100以下,销售与市场类
顾问,广东,7.2,FALSE,1-3年,学历不限,互联网/IT/电子/通信,未知,100以下,法务与咨询类
旅游管理,重庆,4.8,TRUE,1-3年,大专,广告/传媒/文化/体育,不需要融资,100以下,服务与支持类
顾问,云南,9,FALSE,1年以内,高中及以下,互联网/IT/电子/通信,未知,100以下,法务与咨询类
顾问,浙江,5.4,FALSE,1年以内,高中及以下,互联网/IT/电子/通信,未融资,100以下,法务与咨询类
顾问,四川,8.4,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,法务与咨询类
主播,海南,7.2,FALSE,经验不限,大专,广告/传媒/文化/体育,未融资,100以下,媒体与创意类
顾问,重庆,8.4,FALSE,经验不限,学历不限,服务业,未知,100以下,法务与咨询类
顾问,河北,6,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,法务与咨询类
旅游管理,四川,6.6,TRUE,经验不限,大专,互联网/IT/电子/通信,不需要融资,100以下,服务与支持类
旅游管理,深圳,7.2,TRUE,1-3年,大专,互联网/IT/电子/通信,未融资,100-499,服务与支持类
旅游管理,深圳,12.6,TRUE,1-3年,学历不限,互联网/IT/电子/通信,不需要融资,100以下,服务与支持类
顾问,江西,6,FALSE,3-5年,大专,互联网/IT/电子/通信,未知,100以下,法务与咨询类
旅游管理,广东,9,TRUE,1-3年,大专,互联网/IT/电子/通信,未知,100以下,服务与支持类
顾问,未知,4.2,TRUE,1年以内,大专,互联网/IT/电子/通信,未融资,100-499,法务与咨询类
旅游管理,江苏,10.2,FALSE,1-3年,大专,互联网/IT/电子/通信,不需要融资,100以下,服务与支持类
顾问,山西,7.8,TRUE,经验不限,高中及以下,互联网/IT/电子/通信,未融资,500以上,法务与咨询类
旅游管理,四川,7.2,TRUE,1-3年,大专,互联网/IT/电子/通信,未融资,100以下,服务与支持类
顾问,甘肃,6.6,FALSE,1年以内,大专,互联网/IT/电子/通信,未融资,100以下,法务与咨询类
旅游管理,深圳,7.8,FALSE,3-5年,大专,互联网/IT/电子/通信,未知,100以下,服务与支持类
顾问,甘肃,4.8,TRUE,1-3年,大专,互联网/IT/电子/通信,不需要融资,100以下,法务与咨询类
顾问,辽宁,4.8,TRUE,1-3年,大专,广告/传媒/文化/体育,不需要融资,100以下,法务与咨询类
顾问,江西,6,TRUE,3-5年,大专,互联网/IT/电子/通信,未融资,500以上,法务与咨询类
销售,陕西,5.4,FALSE,1年以内,高中及以下,互联网/IT/电子/通信,未知,100-499,销售与市场类
顾问,福建,5.4,FALSE,经验不限,学历不限,政府/非盈利机构/其他,未融资,100-499,法务与咨询类
顾问,河南,5.4,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未融资,100以下,法务与咨询类
旅游管理,陕西,6.6,TRUE,1-3年,大专,互联网/IT/电子/通信,未融资,100以下,服务与支持类
顾问,广东,7.8,FALSE,1-3年,大专,服务业,未知,100以下,法务与咨询类
顾问,辽宁,7.2,TRUE,1-3年,学历不限,互联网/IT/电子/通信,未知,100-499,法务与咨询类
旅游管理,福建,9,TRUE,1-3年,大专,互联网/IT/电子/通信,未融资,500以上,服务与支持类
顾问,河北,7.8,TRUE,经验不限,学历不限,互联网/IT/电子/通信,不需要融资,100以下,法务与咨询类
顾问,重庆,12.6,TRUE,经验不限,学历不限,互联网/IT/电子/通信,未融资,100-499,法务与咨询类
顾问,河南,6.6,TRUE,经验不限,大专,互联网/IT/电子/通信,未知,100以下,法务与咨询类
顾问,江苏,6,TRUE,经验不限,大专,互联网/IT/电子/通信,已上市,500以上,法务与咨询类
旅游管理,江苏,5.4,TRUE,1-3年,大专,互联网/IT/电子/通信,不需要融资,100以下,服务与支持类
顾问,未知,3.6,FALSE,经验不限,大专,互联网/IT/电子/通信,未知,100以下,法务与咨询类
顾问,未知,7.8,FALSE,经验不限,大专,互联网/IT/电子/通信,未融资,100以下,法务与咨询类
顾问,广西,3,FALSE,经验不限,高中及以下,互联网/IT/电子/通信,未融资,100以下,法务与咨询类
顾问,浙江,11.4,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,法务与咨询类
顾问,江西,4.2,TRUE,1-3年,学历不限,互联网/IT/电子/通信,未融资,100以下,法务与咨询类
顾问,湖北,6.6,FALSE,1-3年,学历不限,互联网/IT/电子/通信,未知,100以下,法务与咨询类
旅游管理,重庆,4.8,FALSE,1-3年,大专,广告/传媒/文化/体育,未知,100以下,服务与支持类
旅游管理,福建,7.8,FALSE,1年以内,学历不限,互联网/IT/电子/通信,未融资,100-499,服务与支持类
旅游管理,四川,6.6,TRUE,3-5年,大专,互联网/IT/电子/通信,未融资,100-499,服务与支持类
顾问,贵州,6.6,TRUE,经验不限,学历不限,服务业,不需要融资,100以下,法务与咨询类
旅游管理,陕西,6.6,FALSE,1-3年,学历不限,政府/非盈利机构/其他,未知,100以下,服务与支持类
顾问,湖南,9,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,法务与咨询类
旅游管理,福建,9,FALSE,经验不限,大专,互联网/IT/电子/通信,未知,100以下,服务与支持类
旅游管理,湖南,6,FALSE,1-3年,大专,互联网/IT/电子/通信,未融资,100以下,服务与支持类
旅游管理,吉林,6.6,TRUE,经验不限,高中及以下,互联网/IT/电子/通信,未融资,100以下,服务与支持类
顾问,辽宁,6.6,TRUE,1年以内,大专,房地产/建筑,D轮及以上,100-499,法务与咨询类
旅游管理,河南,6,FALSE,1-3年,大专,互联网/IT/电子/通信,未融资,100以下,服务与支持类
顾问,青海,7.8,TRUE,经验不限,高中及以下,互联网/IT/电子/通信,不需要融资,100以下,法务与咨询类
旅游管理,山西,7.8,FALSE,1-3年,大专,互联网/IT/电子/通信,未融资,500以上,服务与支持类
顾问,陕西,6.6,FALSE,经验不限,学历不限,互联网/IT/电子/通信,不需要融资,100以下,法务与咨询类
顾问,浙江,4.2,TRUE,1-3年,高中及以下,互联网/IT/电子/通信,不需要融资,100以下,法务与咨询类
旅游管理,云南,12.6,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未融资,100以下,服务与支持类
顾问,陕西,5.4,FALSE,1-3年,大专,互联网/IT/电子/通信,未融资,100以下,法务与咨询类
顾问,未知,9,TRUE,1-3年,大专,互联网/IT/电子/通信,不需要融资,100以下,法务与咨询类
旅游管理,广西,6.6,FALSE,1年以内,学历不限,互联网/IT/电子/通信,未融资,100以下,服务与支持类
顾问,湖北,5.4,FALSE,1-3年,高中及以下,互联网/IT/电子/通信,未融资,100以下,法务与咨询类
顾问,重庆,9,FALSE,经验不限,学历不限,互联网/IT/电子/通信,不需要融资,100以下,法务与咨询类
顾问,江苏,7.2,TRUE,经验不限,学历不限,消费品,不需要融资,100-499,法务与咨询类
旅游管理,陕西,7.2,TRUE,1-3年,大专,互联网/IT/电子/通信,未知,100以下,服务与支持类
销售,河南,6.6,TRUE,经验不限,学历不限,互联网/IT/电子/通信,未融资,100以下,销售与市场类
旅游管理,湖南,7.2,TRUE,1-3年,高中及以下,互联网/IT/电子/通信,未融资,100以下,服务与支持类
旅游管理,内蒙古,6.6,FALSE,1-3年,本科,消费品,未知,100以下,服务与支持类
顾问,山东,4.8,TRUE,1年以内,大专,互联网/IT/电子/通信,未融资,100-499,法务与咨询类
经理,广东,6.6,FALSE,1-3年,大专,交通/物流/贸易/零售,未融资,100以下,商务与管理类
操作工人,深圳,9,TRUE,3-5年,大专,互联网/IT/电子/通信,未融资,100以下,其他职业类
顾问,辽宁,7.2,FALSE,经验不限,高中及以下,互联网/IT/电子/通信,未知,100以下,法务与咨询类
顾问,河北,6.6,TRUE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,法务与咨询类
顾问,四川,5.4,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,法务与咨询类
旅游管理,福建,7.8,FALSE,1-3年,大专,服务业,未融资,100以下,服务与支持类
销售,福建,6.6,FALSE,经验不限,大专,互联网/IT/电子/通信,不需要融资,100-499,销售与市场类
旅游管理,上海,7.8,TRUE,经验不限,高中及以下,互联网/IT/电子/通信,不需要融资,100以下,服务与支持类
顾问,山东,10.2,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,法务与咨询类
旅游管理,贵州,4.8,FALSE,经验不限,学历不限,互联网/IT/电子/通信,不需要融资,100以下,服务与支持类
顾问,江苏,19.8,FALSE,1-3年,学历不限,互联网/IT/电子/通信,未知,100以下,法务与咨询类
旅游管理,湖北,6.6,TRUE,1-3年,大专,互联网/IT/电子/通信,未融资,100以下,服务与支持类
旅游管理,广东,4.8,TRUE,1年以内,大专,互联网/IT/电子/通信,未知,100以下,服务与支持类
旅游管理,上海,6.6,FALSE,1-3年,大专,互联网/IT/电子/通信,未知,100以下,服务与支持类
顾问,河北,5.4,FALSE,经验不限,高中及以下,互联网/IT/电子/通信,未融资,100-499,法务与咨询类
旅游管理,内蒙古,5.4,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,服务与支持类
电商运营,福建,6.6,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,销售与市场类
旅游管理,广东,6.6,FALSE,1-3年,大专,服务业,未知,100以下,服务与支持类
电商运营,湖南,5.4,FALSE,经验不限,学历不限,互联网/IT/电子/通信,不需要融资,100以下,销售与市场类
顾问,江苏,12,FALSE,1年以内,大专,互联网/IT/电子/通信,不需要融资,100以下,法务与咨询类
电商运营,广西,5.4,FALSE,经验不限,学历不限,互联网/IT/电子/通信,未知,100以下,销售与市场类
顾问,广西,6.6,FALSE,经验不限,高中及以下,互联网/IT/电子/通信,未知,100以下,法务与咨询类
旅游管理,江西,4.8,TRUE,1-3年,大专,互联网/IT/电子/通信,未融资,100以下,服务与支持类
旅游管理,广东,9.6,TRUE,1-3年,大专,互联网/IT/电子/通信,A轮,500以上,服务与支持类
销售,湖南,10.2,TRUE,1-3年,学历不限,互联网/IT/电子/通信,未融资,100-499,销售与市场类
旅游管理,四川,7.2,TRUE,1年以内,大专,互联网/IT/电子/通信,不需要融资,100以下,服务与支持类
顾问,安徽,7.8,FALSE,经验不限,学历不限,互联网/IT/电子/通信,不需要融资,100-499,法务与咨询类
顾问,陕西,11.4,FALSE,1-3年,大专,互联网/IT/电子/通信,未知,100以下,法务与咨询类
顾问,福建,5.4,FALSE,经验不限,大专,互联网/IT/电子/通信,未知,100以下,法务与咨询类
旅游管理,吉林,6,TRUE,1-3年,学历不限,互联网/IT/电子/通信,未融资,100以下,服务与支持类
顾问,福建,15,TRUE,经验不限,学历不限,广告/传媒/文化/体育,未知,100以下,法务与咨询类
旅游管理,河北,7.2,FALSE,经验不限,大专,互联网/IT/电子/通信,未知,100以下,服务与支持类
顾问,内蒙古,12.6,TRUE,经验不限,学历不限,互联网/IT/电子/通信,不需要融资,100-499,法务与咨询类
销售,湖北,12.35,FALSE,1-3年,学历不限,互联网/IT/电子/通信,未知,100-499,销售与市场类
顾问,山东,6,TRUE,经验不限,高中及以下,互联网/IT/电子/通信,未融资,100-499,法务与咨询类
顾问,陕西,9,TRUE,经验不限,大专,专业服务,未知,100以下,法务与咨询类
旅游管理,福建,6,FALSE,经验不限,高中及以下,互联网/IT/电子/通信,未知,100以下,服务与支持类
销售,福建,6.6,TRUE,3-5年,大专,互联网/IT/电子/通信,未融资,100以下,销售与市场类
顾问,浙江,7.8,FALSE,经验不限,学历不限,政府/非盈利机构/其他,未知,100以下,法务与咨询类
顾问,湖南,9,FALSE,1-3年,学历不限,互联网/IT/电子/通信,未融资,100以下,法务与咨询类
旅游管理,河北,5.4,TRUE,经验不限,学历不限,教育培训,未融资,100以下,服务与支持类
顾问,重庆,9,TRUE,1-3年,大专,广告/传媒/文化/体育,未融资,100以下,法务与咨询类
顾问,江苏,12.6,TRUE,经验不限,学历不限,互联网/IT/电子/通信,已上市,500以上,法务与咨询类
旅游管理,江西,6,FALSE,经验不限,大专,互联网/IT/电子/通信,未知,100以下,服务与支持类
顾问,重庆,9,FALSE,经验不限,学历不限,互联网/IT/电子/通信,不需要融资,100-499,法务与咨询类
旅游管理,广西,6.6,FALSE,1年以内,大专,互联网/IT/电子/通信,未知,100以下,服务与支持类
电商运营,山西,6.6,FALSE,1-3年,学历不限,互联网/IT/电子/通信,未融资,100以下,销售与市场类
顾问,江苏,4.5625,FALSE,1年以内,大专,互联网/IT/电子/通信,未知,100以下,法务与咨询类
旅游管理,四川,9,TRUE,经验不限,学历不限,服务业,不需要融资,100以下,服务与支持类
旅游管理,四川,9,FALSE,1-3年,大专,互联网/IT/电子/通信,未融资,100以下,服务与支持类
顾问,陕西,7.2,FALSE,经验不限,高中及以下,互联网/IT/电子/通信,未知,100以下,法务与咨询类
