"","职位","位置","年薪","福利","已有工作经验","学历","公司行业","融资阶段","公司规模","职业类别","log_salary","log_年薪"
"1718","工程师","东部地区",7.8,TRUE,"经验不限","本科","金融互联网","未知","100-499","商务与工程类",2.05412373369555,2.05412373369555
"1719","工程师","东部地区",7.8,FALSE,"经验不限","大专","商业服务","不需要融资","100以下","商务与工程类",2.05412373369555,2.05412373369555
"1720","工程师","中部地区",9,FALSE,"5年以上","大专","金融互联网","不需要融资","100-499","商务与工程类",2.19722457733622,2.19722457733622
"1721","工程师","东北地区",6.6,FALSE,"3-5年","学历不限","商业服务","未知","100以下","商务与工程类",1.88706964903238,1.88706964903238
"1722","工程师","东北地区",9.6,FALSE,"5年以上","本科","公共服务","准备融资","500以上","商务与工程类",2.26176309847379,2.26176309847379
"1723","工程师","东部地区",9.6,FALSE,"5年以上","大专","商业服务","未知","100以下","商务与工程类",2.26176309847379,2.26176309847379
"1724","工程师","中部地区",6.6,TRUE,"5年以上","大专","商业服务","准备融资","100以下","商务与工程类",1.88706964903238,1.88706964903238
"1725","工程师","东北地区",8.4,FALSE,"3-5年","本科","商业服务","未知","500以上","商务与工程类",2.12823170584927,2.12823170584927
"1726","工程师","中部地区",6.6,FALSE,"经验不限","学历不限","公共服务","未知","100以下","商务与工程类",1.88706964903238,1.88706964903238
"1727","工程师","中部地区",12,TRUE,"3-5年","大专","商业服务","不需要融资","500以上","商务与工程类",2.484906649788,2.484906649788
"1728","工程师","东部地区",12,TRUE,"1-3年","本科","公共服务","准备融资","500以上","商务与工程类",2.484906649788,2.484906649788
"1729","工程师","东部地区",11.4,TRUE,"1-3年","大专","商业服务","准备融资","100-499","商务与工程类",2.43361335540045,2.43361335540045
"1730","工程师","南部地区",9.6,TRUE,"3-5年","大专","商业服务","准备融资","100以下","商务与工程类",2.26176309847379,2.26176309847379
"1731","工程师","南部地区",9.6,TRUE,"5年以上","大专","公共服务","准备融资","100-499","商务与工程类",2.26176309847379,2.26176309847379
"1732","工程师","南部地区",15,FALSE,"1-3年","本科","商业服务","未知","100以下","商务与工程类",2.70805020110221,2.70805020110221
"1733","工程师","东部地区",11.4,FALSE,"3-5年","大专","商业服务","未知","100以下","商务与工程类",2.43361335540045,2.43361335540045
"1734","工程师","中部地区",10.8,TRUE,"3-5年","大专","商业服务","不需要融资","100-499","商务与工程类",2.37954613413017,2.37954613413017
"1735","工程师","南部地区",7.8,TRUE,"经验不限","大专","公共服务","正在融资","100-499","商务与工程类",2.05412373369555,2.05412373369555
"1736","工程师","中部地区",13.2,TRUE,"5年以上","大专","商业服务","准备融资","100以下","商务与工程类",2.58021682959233,2.58021682959233
"1737","工程师","东北地区",10.8,FALSE,"3-5年","本科","商业服务","未知","100-499","商务与工程类",2.37954613413017,2.37954613413017
"1738","工程师","中部地区",10.2,FALSE,"经验不限","学历不限","公共服务","未知","100-499","商务与工程类",2.32238772029023,2.32238772029023
"1739","工程师","中部地区",10.2,FALSE,"5年以上","大专","商业服务","未知","100以下","商务与工程类",2.32238772029023,2.32238772029023
"1740","工程师","西部地区",9.75,FALSE,"1-3年","本科","商业服务","未知","100-499","商务与工程类",2.27726728500976,2.27726728500976
"1741","工程师","东部地区",10.2,FALSE,"3-5年","学历不限","公共服务","未知","100-499","商务与工程类",2.32238772029023,2.32238772029023
"1742","工程师","西部地区",15,FALSE,"1-3年","大专","商业服务","未知","100以下","商务与工程类",2.70805020110221,2.70805020110221
"1743","工程师","南部地区",8.4,FALSE,"1-3年","本科","公共服务","准备融资","100-499","商务与工程类",2.12823170584927,2.12823170584927
"1744","工程师","南部地区",9,FALSE,"1-3年","大专","商业服务","未知","100以下","商务与工程类",2.19722457733622,2.19722457733622
"1745","工程师","南部地区",19.8,TRUE,"5年以上","本科","商业服务","已上市","100-499","商务与工程类",2.98568193770049,2.98568193770049
"1746","工程师","东部地区",10.2,TRUE,"1-3年","本科","商业服务","已上市","100-499","商务与工程类",2.32238772029023,2.32238772029023
"1747","工程师","中部地区",5.4,FALSE,"1-3年","大专","商业服务","未知","100以下","商务与工程类",1.68639895357023,1.68639895357023
"1748","工程师","西部地区",23.4,FALSE,"5年以上","大专","商业服务","未知","100以下","商务与工程类",3.15273602236366,3.15273602236366
"1749","工程师","东北地区",15,FALSE,"5年以上","大专","商业服务","准备融资","100以下","商务与工程类",2.70805020110221,2.70805020110221
"1750","工程师","南部地区",12,FALSE,"5年以上","本科","商业服务","未知","100以下","商务与工程类",2.484906649788,2.484906649788
"1751","工程师","东部地区",12.6,FALSE,"3-5年","大专","商业服务","未知","100以下","商务与工程类",2.53369681395743,2.53369681395743
"1752","工程师","中部地区",16.2,FALSE,"3-5年","本科","公共服务","未知","100以下","商务与工程类",2.78501124223834,2.78501124223834
"1753","工程师","东部地区",10.8,FALSE,"3-5年","本科","商业服务","准备融资","500以上","商务与工程类",2.37954613413017,2.37954613413017
"1754","工程师","西部地区",6.6,FALSE,"3-5年","大专","商业服务","未知","100以下","商务与工程类",1.88706964903238,1.88706964903238
"1755","工程师","中部地区",10.8,FALSE,"1-3年","大专","商业服务","未知","100以下","商务与工程类",2.37954613413017,2.37954613413017
"1756","工程师","东北地区",11.4,FALSE,"3-5年","本科","商业服务","准备融资","100以下","商务与工程类",2.43361335540045,2.43361335540045
"1757","工程师","南部地区",11.4,FALSE,"1-3年","大专","商业服务","未知","100-499","商务与工程类",2.43361335540045,2.43361335540045
"1758","工程师","中部地区",9,TRUE,"1-3年","本科","公共服务","正在融资","500以上","商务与工程类",2.19722457733622,2.19722457733622
"1759","工程师","中部地区",12,FALSE,"5年以上","本科","商业服务","未知","100以下","商务与工程类",2.484906649788,2.484906649788
"1760","工程师","中部地区",9,FALSE,"1-3年","大专","公共服务","准备融资","100-499","商务与工程类",2.19722457733622,2.19722457733622
"1761","工程师","中部地区",10.8,FALSE,"3-5年","大专","商业服务","未知","500以上","商务与工程类",2.37954613413017,2.37954613413017
"1762","工程师","东部地区",7.2,TRUE,"1-3年","大专","机械制造","未知","100以下","商务与工程类",1.97408102602201,1.97408102602201
"1763","工程师","中部地区",18,FALSE,"3-5年","大专","商业服务","未知","100-499","商务与工程类",2.89037175789616,2.89037175789616
"1764","工程师","南部地区",13.2,FALSE,"1-3年","大专","金融互联网","未知","100以下","商务与工程类",2.58021682959233,2.58021682959233
"1765","工程师","西部地区",9,TRUE,"3-5年","本科","公共服务","未知","100以下","商务与工程类",2.19722457733622,2.19722457733622
"1766","工程师","中部地区",10.2,TRUE,"5年以上","大专","商业服务","不需要融资","100以下","商务与工程类",2.32238772029023,2.32238772029023
"1767","工程师","东北地区",12.6,TRUE,"5年以上","本科","商业服务","不需要融资","100以下","商务与工程类",2.53369681395743,2.53369681395743
"1768","工程师","中部地区",11.4,FALSE,"5年以上","大专","商业服务","未知","100-499","商务与工程类",2.43361335540045,2.43361335540045
"1769","工程师","东部地区",9.6,FALSE,"1-3年","本科","商业服务","未知","100以下","商务与工程类",2.26176309847379,2.26176309847379
"1770","工程师","中部地区",10.8,TRUE,"5年以上","大专","商业服务","准备融资","100以下","商务与工程类",2.37954613413017,2.37954613413017
"1771","工程师","东部地区",11.4,FALSE,"5年以上","本科","机械制造","不需要融资","500以上","商务与工程类",2.43361335540045,2.43361335540045
"1772","工程师","西部地区",9,FALSE,"3-5年","大专","公共服务","不需要融资","100以下","商务与工程类",2.19722457733622,2.19722457733622
"1773","工程师","中部地区",9,FALSE,"1-3年","本科","商业服务","未知","100以下","商务与工程类",2.19722457733622,2.19722457733622
"1774","工程师","西部地区",12,TRUE,"3-5年","大专","商业服务","不需要融资","100以下","商务与工程类",2.484906649788,2.484906649788
"1775","工程师","中部地区",6.6,FALSE,"1-3年","大专","商业服务","不需要融资","100以下","商务与工程类",1.88706964903238,1.88706964903238
"1776","工程师","西部地区",7.8,TRUE,"1-3年","本科","商业服务","未知","500以上","商务与工程类",2.05412373369555,2.05412373369555
"1777","工程师","中部地区",9.6,TRUE,"3-5年","大专","商业服务","准备融资","100-499","商务与工程类",2.26176309847379,2.26176309847379
"1778","工程师","东北地区",9.6,FALSE,"3-5年","大专","商业服务","未知","100以下","商务与工程类",2.26176309847379,2.26176309847379
"1779","工程师","中部地区",13.2,TRUE,"3-5年","大专","商业服务","准备融资","100-499","商务与工程类",2.58021682959233,2.58021682959233
"1780","工程师","东部地区",13.2,TRUE,"3-5年","大专","公共服务","已上市","500以上","商务与工程类",2.58021682959233,2.58021682959233
"1781","工程师","南部地区",16.25,FALSE,"1-3年","大专","商业服务","未知","100以下","商务与工程类",2.78809290877575,2.78809290877575
"1782","工程师","南部地区",20.25,FALSE,"5年以上","本科","商业服务","未知","100以下","商务与工程类",3.00815479355255,3.00815479355255
"1783","工程师","南部地区",12,FALSE,"3-5年","本科","公共服务","未知","100以下","商务与工程类",2.484906649788,2.484906649788
"1784","工程师","中部地区",15,TRUE,"5年以上","大专","公共服务","准备融资","500以上","商务与工程类",2.70805020110221,2.70805020110221
"1785","工程师","中部地区",12,TRUE,"1-3年","大专","商业服务","不需要融资","100-499","商务与工程类",2.484906649788,2.484906649788
"1786","工程师","南部地区",13.8,TRUE,"5年以上","学历不限","公共服务","准备融资","100-499","商务与工程类",2.62466859216316,2.62466859216316
"1787","工程师","南部地区",13.2,FALSE,"3-5年","本科","商业服务","未知","100以下","商务与工程类",2.58021682959233,2.58021682959233
"1788","工程师","南部地区",8.4,FALSE,"3-5年","大专","商业服务","准备融资","100-499","商务与工程类",2.12823170584927,2.12823170584927
"1789","工程师","东部地区",13.65,TRUE,"3-5年","本科","公共服务","已上市","100-499","商务与工程类",2.61373952163097,2.61373952163097
"1790","工程师","东北地区",10.8,FALSE,"3-5年","大专","商业服务","未知","100以下","商务与工程类",2.37954613413017,2.37954613413017
"1791","工程师","南部地区",5.4,FALSE,"1年以内","本科","公共服务","未知","100以下","商务与工程类",1.68639895357023,1.68639895357023
"1792","工程师","西部地区",12.6,FALSE,"3-5年","本科","商业服务","未知","100以下","商务与工程类",2.53369681395743,2.53369681395743
"1793","工程师","中部地区",14.4,TRUE,"5年以上","本科","商业服务","不需要融资","100以下","商务与工程类",2.66722820658195,2.66722820658195
"1794","工程师","中部地区",6.6,FALSE,"3-5年","大专","商业服务","不需要融资","100以下","商务与工程类",1.88706964903238,1.88706964903238
"1795","工程师","中部地区",10.2,FALSE,"3-5年","大专","公共服务","未知","100-499","商务与工程类",2.32238772029023,2.32238772029023
"1796","工程师","东部地区",14.95,TRUE,"3-5年","本科","公共服务","已上市","500以上","商务与工程类",2.7047112998367,2.7047112998367
"1797","工程师","中部地区",12.6,TRUE,"5年以上","本科","商业服务","不需要融资","100以下","商务与工程类",2.53369681395743,2.53369681395743
"1798","工程师","东北地区",5.4,TRUE,"经验不限","本科","商业服务","准备融资","100以下","商务与工程类",1.68639895357023,1.68639895357023
"1799","工程师","南部地区",13.2,FALSE,"1-3年","大专","商业服务","未知","100以下","商务与工程类",2.58021682959233,2.58021682959233
"1800","工程师","东北地区",8.4,TRUE,"5年以上","本科","商业服务","未知","100以下","商务与工程类",2.12823170584927,2.12823170584927
"1801","工程师","东部地区",10.8,FALSE,"5年以上","本科","公共服务","未知","100以下","商务与工程类",2.37954613413017,2.37954613413017
"1802","工程师","西部地区",15.6,TRUE,"经验不限","研究生","公共服务","准备融资","500以上","商务与工程类",2.74727091425549,2.74727091425549
"1803","工程师","东部地区",7.8,FALSE,"1-3年","大专","商业服务","未知","100以下","商务与工程类",2.05412373369555,2.05412373369555
"1804","工程师","中部地区",9.6,TRUE,"5年以上","大专","商业服务","正在融资","100-499","商务与工程类",2.26176309847379,2.26176309847379
"1805","工程师","东北地区",13.2,TRUE,"5年以上","本科","公共服务","准备融资","100-499","商务与工程类",2.58021682959233,2.58021682959233
"1806","工程师","西部地区",15,TRUE,"1-3年","本科","商业服务","准备融资","100以下","商务与工程类",2.70805020110221,2.70805020110221
"1807","工程师","西部地区",9,FALSE,"1-3年","本科","商业服务","未知","100以下","商务与工程类",2.19722457733622,2.19722457733622
"1808","工程师","中部地区",6,FALSE,"经验不限","本科","商业服务","不需要融资","500以上","商务与工程类",1.79175946922805,1.79175946922805
"1809","工程师","西部地区",9,FALSE,"3-5年","本科","商业服务","未知","100-499","商务与工程类",2.19722457733622,2.19722457733622
"1810","工程师","东北地区",5.4,FALSE,"3-5年","大专","商业服务","不需要融资","500以上","商务与工程类",1.68639895357023,1.68639895357023
"1811","工程师","中部地区",12,FALSE,"5年以上","大专","商业服务","未知","500以上","商务与工程类",2.484906649788,2.484906649788
"1812","工程师","南部地区",4.8,TRUE,"1年以内","本科","公共服务","不需要融资","100以下","商务与工程类",1.56861591791385,1.56861591791385
"1813","工程师","东部地区",9,FALSE,"经验不限","本科","商业服务","未知","100以下","商务与工程类",2.19722457733622,2.19722457733622
"1814","工程师","东部地区",13.8,TRUE,"1-3年","大专","商业服务","准备融资","100以下","商务与工程类",2.62466859216316,2.62466859216316
"1815","工程师","南部地区",16.25,TRUE,"经验不限","学历不限","商业服务","未知","100以下","商务与工程类",2.78809290877575,2.78809290877575
"1816","工程师","南部地区",15,FALSE,"5年以上","大专","商业服务","未知","100-499","商务与工程类",2.70805020110221,2.70805020110221
"1817","工程师","中部地区",7.8,FALSE,"经验不限","本科","商业服务","准备融资","100以下","商务与工程类",2.05412373369555,2.05412373369555
"1818","工程师","西部地区",13.8,TRUE,"3-5年","本科","公共服务","不需要融资","100以下","商务与工程类",2.62466859216316,2.62466859216316
"1819","工程师","东部地区",9.6,FALSE,"5年以上","本科","商业服务","未知","100-499","商务与工程类",2.26176309847379,2.26176309847379
"1820","工程师","中部地区",6,FALSE,"3-5年","大专","商业服务","准备融资","100-499","商务与工程类",1.79175946922805,1.79175946922805
"1821","工程师","中部地区",9,FALSE,"3-5年","大专","商业服务","未知","100以下","商务与工程类",2.19722457733622,2.19722457733622
"1822","工程师","中部地区",8.4,TRUE,"3-5年","学历不限","公共服务","准备融资","100-499","商务与工程类",2.12823170584927,2.12823170584927
"1823","工程师","中部地区",12,TRUE,"3-5年","大专","商业服务","准备融资","100-499","商务与工程类",2.484906649788,2.484906649788
"1824","工程师","中部地区",15,FALSE,"5年以上","大专","商业服务","未知","100以下","商务与工程类",2.70805020110221,2.70805020110221
"1825","工程师","中部地区",10.8,FALSE,"3-5年","大专","金融互联网","未知","100以下","商务与工程类",2.37954613413017,2.37954613413017
"1826","工程师","中部地区",9.6,FALSE,"1-3年","本科","商业服务","未知","100-499","商务与工程类",2.26176309847379,2.26176309847379
"1827","工程师","中部地区",7.2,FALSE,"1-3年","大专","商业服务","未知","100以下","商务与工程类",1.97408102602201,1.97408102602201
"1828","工程师","东北地区",54,FALSE,"经验不限","大专","商业服务","准备融资","100-499","商务与工程类",3.98898404656427,3.98898404656427
"1829","工程师","中部地区",10.2,FALSE,"3-5年","大专","商业服务","不需要融资","100以下","商务与工程类",2.32238772029023,2.32238772029023
"1830","工程师","东部地区",10.2,FALSE,"1-3年","大专","商业服务","未知","100-499","商务与工程类",2.32238772029023,2.32238772029023
"1831","工程师","南部地区",10.2,TRUE,"1-3年","大专","商业服务","准备融资","500以上","商务与工程类",2.32238772029023,2.32238772029023
"1832","工程师","南部地区",15,TRUE,"5年以上","本科","商业服务","未知","100以下","商务与工程类",2.70805020110221,2.70805020110221
"1833","工程师","中部地区",12,FALSE,"1-3年","大专","商业服务","未知","100以下","商务与工程类",2.484906649788,2.484906649788
"1834","工程师","中部地区",15,TRUE,"5年以上","本科","商业服务","准备融资","100以下","商务与工程类",2.70805020110221,2.70805020110221
"1835","工程师","东部地区",13.2,FALSE,"3-5年","本科","媒体教培","未知","100以下","商务与工程类",2.58021682959233,2.58021682959233
"1836","工程师","南部地区",9,FALSE,"1-3年","大专","商业服务","未知","100-499","商务与工程类",2.19722457733622,2.19722457733622
"1837","工程师","中部地区",8.4,FALSE,"3-5年","大专","商业服务","准备融资","100-499","商务与工程类",2.12823170584927,2.12823170584927
"1838","工程师","中部地区",11.4,FALSE,"3-5年","大专","商业服务","未知","100以下","商务与工程类",2.43361335540045,2.43361335540045
"1839","工程师","东部地区",12.6,FALSE,"3-5年","大专","商业服务","准备融资","500以上","商务与工程类",2.53369681395743,2.53369681395743
"1840","工程师","中部地区",11.4,FALSE,"5年以上","大专","商业服务","未知","100-499","商务与工程类",2.43361335540045,2.43361335540045
"1841","工程师","中部地区",14.95,FALSE,"5年以上","大专","商业服务","未知","100-499","商务与工程类",2.7047112998367,2.7047112998367
"1842","工程师","中部地区",10.8,FALSE,"经验不限","本科","商业服务","未知","100以下","商务与工程类",2.37954613413017,2.37954613413017
"1843","工程师","东部地区",12,TRUE,"1-3年","大专","商业服务","未知","100以下","商务与工程类",2.484906649788,2.484906649788
"1844","工程师","东部地区",12.6,TRUE,"5年以上","大专","商业服务","准备融资","100以下","商务与工程类",2.53369681395743,2.53369681395743
"1845","工程师","中部地区",12,FALSE,"3-5年","大专","商业服务","未知","100-499","商务与工程类",2.484906649788,2.484906649788
"1846","工程师","西部地区",8.4,TRUE,"3-5年","本科","公共服务","准备融资","100-499","商务与工程类",2.12823170584927,2.12823170584927
"1847","工程师","中部地区",7.2,FALSE,"1年以内","本科","商业服务","未知","100以下","商务与工程类",1.97408102602201,1.97408102602201
"1848","工程师","东部地区",16.25,FALSE,"1-3年","本科","商业服务","未知","500以上","商务与工程类",2.78809290877575,2.78809290877575
"1849","工程师","中部地区",7.8,TRUE,"经验不限","大专","商业服务","准备融资","100-499","商务与工程类",2.05412373369555,2.05412373369555
"1850","工程师","南部地区",10.8,TRUE,"3-5年","本科","商业服务","未知","100以下","商务与工程类",2.37954613413017,2.37954613413017
"1851","工程师","东部地区",21,FALSE,"5年以上","本科","公共服务","未知","500以上","商务与工程类",3.04452243772342,3.04452243772342
"1852","工程师","南部地区",10.8,FALSE,"3-5年","本科","公共服务","未知","100以下","商务与工程类",2.37954613413017,2.37954613413017
"1853","工程师","中部地区",10.8,FALSE,"3-5年","本科","商业服务","已上市","500以上","商务与工程类",2.37954613413017,2.37954613413017
"1854","工程师","中部地区",6.6,FALSE,"3-5年","大专","公共服务","未知","100以下","商务与工程类",1.88706964903238,1.88706964903238
"1855","工程师","东部地区",13.8,FALSE,"3-5年","本科","商业服务","未知","100以下","商务与工程类",2.62466859216316,2.62466859216316
"1856","工程师","中部地区",10.2,FALSE,"3-5年","大专","商业服务","不需要融资","100以下","商务与工程类",2.32238772029023,2.32238772029023
"1857","工程师","东部地区",9.75,TRUE,"3-5年","本科","商业服务","不需要融资","100-499","商务与工程类",2.27726728500976,2.27726728500976
"1858","工程师","东部地区",13.5,TRUE,"3-5年","本科","商业服务","不需要融资","500以上","商务与工程类",2.60268968544438,2.60268968544438
"1859","工程师","南部地区",13.65,TRUE,"3-5年","本科","机械制造","已上市","500以上","商务与工程类",2.61373952163097,2.61373952163097
"1860","工程师","东北地区",8.4,TRUE,"1年以内","本科","商业服务","准备融资","100-499","商务与工程类",2.12823170584927,2.12823170584927
"1861","工程师","东部地区",16.25,FALSE,"5年以上","本科","商业服务","未知","100以下","商务与工程类",2.78809290877575,2.78809290877575
"1862","工程师","中部地区",15,FALSE,"5年以上","本科","商业服务","未知","100以下","商务与工程类",2.70805020110221,2.70805020110221
"1863","工程师","中部地区",11.4,TRUE,"5年以上","大专","商业服务","准备融资","100-499","商务与工程类",2.43361335540045,2.43361335540045
"1864","工程师","东北地区",7.8,TRUE,"5年以上","大专","商业服务","准备融资","100以下","商务与工程类",2.05412373369555,2.05412373369555
"1865","工程师","西部地区",15.4,TRUE,"3-5年","大专","公共服务","准备融资","100以下","商务与工程类",2.73436750941958,2.73436750941958
"1866","工程师","中部地区",6.6,FALSE,"5年以上","大专","商业服务","未知","100以下","商务与工程类",1.88706964903238,1.88706964903238
"1867","工程师","中部地区",12.6,FALSE,"3-5年","本科","商业服务","未知","100以下","商务与工程类",2.53369681395743,2.53369681395743
"1868","工程师","东部地区",7.8,TRUE,"1-3年","大专","机械制造","不需要融资","500以上","商务与工程类",2.05412373369555,2.05412373369555
"1869","工程师","中部地区",16.2,TRUE,"5年以上","本科","商业服务","不需要融资","100以下","商务与工程类",2.78501124223834,2.78501124223834
"1870","工程师","中部地区",6.6,FALSE,"3-5年","大专","商业服务","未知","100-499","商务与工程类",1.88706964903238,1.88706964903238
"1871","工程师","中部地区",9.6,FALSE,"3-5年","本科","商业服务","未知","100以下","商务与工程类",2.26176309847379,2.26176309847379
"1872","工程师","东部地区",9,FALSE,"3-5年","大专","商业服务","未知","100以下","商务与工程类",2.19722457733622,2.19722457733622
"1873","工程师","东北地区",6,FALSE,"3-5年","大专","商业服务","未知","100以下","商务与工程类",1.79175946922805,1.79175946922805
"1874","工程师","东部地区",10.2,TRUE,"5年以上","大专","商业服务","不需要融资","100以下","商务与工程类",2.32238772029023,2.32238772029023
"1875","工程师","中部地区",10.2,TRUE,"1-3年","大专","公共服务","准备融资","500以上","商务与工程类",2.32238772029023,2.32238772029023
"1876","工程师","西部地区",6.6,TRUE,"3-5年","大专","商业服务","不需要融资","100-499","商务与工程类",1.88706964903238,1.88706964903238
"1877","工程师","南部地区",10.2,FALSE,"5年以上","大专","商业服务","未知","100-499","商务与工程类",2.32238772029023,2.32238772029023
"1878","工程师","中部地区",7.8,TRUE,"3-5年","本科","公共服务","不需要融资","100以下","商务与工程类",2.05412373369555,2.05412373369555
"1879","工程师","东部地区",7.2,FALSE,"3-5年","大专","商业服务","准备融资","100-499","商务与工程类",1.97408102602201,1.97408102602201
"1880","工程师","中部地区",4.8,FALSE,"1-3年","大专","商业服务","未知","100以下","商务与工程类",1.56861591791385,1.56861591791385
"1881","工程师","东部地区",8.4,TRUE,"3-5年","大专","商业服务","已上市","500以上","商务与工程类",2.12823170584927,2.12823170584927
"1882","工程师","中部地区",4.2,FALSE,"3-5年","大专","商业服务","不需要融资","100-499","商务与工程类",1.43508452528932,1.43508452528932
"1883","工程师","中部地区",15,FALSE,"5年以上","学历不限","商业服务","未知","100以下","商务与工程类",2.70805020110221,2.70805020110221
"1884","工程师","中部地区",10.8,FALSE,"5年以上","大专","商业服务","不需要融资","100-499","商务与工程类",2.37954613413017,2.37954613413017
"1885","工程师","中部地区",6,FALSE,"经验不限","大专","商业服务","未知","100以下","商务与工程类",1.79175946922805,1.79175946922805
"1886","工程师","中部地区",7.8,TRUE,"3-5年","大专","商业服务","未知","100以下","商务与工程类",2.05412373369555,2.05412373369555
"1887","保安","东部地区",6.6,TRUE,"经验不限","高中及以下","商业服务","准备融资","500以上","销售与服务类",1.88706964903238,1.88706964903238
"1888","保安","东北地区",3,FALSE,"1-3年","高中及以下","商业服务","未知","100-499","销售与服务类",1.09861228866811,1.09861228866811
"1889","保安","中部地区",5.4,FALSE,"1年以内","高中及以下","机械制造","未知","100-499","销售与服务类",1.68639895357023,1.68639895357023
"1890","保安","东部地区",1.8,TRUE,"1年以内","学历不限","商业服务","不需要融资","100-499","销售与服务类",0.587786664902119,0.587786664902119
"1891","保安","南部地区",3,FALSE,"1-3年","学历不限","商业服务","未知","100以下","销售与服务类",1.09861228866811,1.09861228866811
"1892","保安","中部地区",1.8,TRUE,"经验不限","学历不限","金融互联网","准备融资","500以上","销售与服务类",0.587786664902119,0.587786664902119
"1893","保安","西部地区",3,FALSE,"1年以内","高中及以下","商业服务","未知","100以下","销售与服务类",1.09861228866811,1.09861228866811
"1894","保安","中部地区",5.4,FALSE,"经验不限","高中及以下","商业服务","不需要融资","100-499","销售与服务类",1.68639895357023,1.68639895357023
"1895","保安","南部地区",4.2,FALSE,"3-5年","高中及以下","商业服务","准备融资","100以下","销售与服务类",1.43508452528932,1.43508452528932
"1896","保安","中部地区",5.4,FALSE,"经验不限","学历不限","金融互联网","不需要融资","500以上","销售与服务类",1.68639895357023,1.68639895357023
"1897","保安","中部地区",5.4,TRUE,"3-5年","高中及以下","公共服务","未知","100以下","销售与服务类",1.68639895357023,1.68639895357023
"1898","保安","西部地区",3,FALSE,"经验不限","高中及以下","商业服务","未知","100-499","销售与服务类",1.09861228866811,1.09861228866811
"1899","保安","东部地区",5.4,TRUE,"经验不限","高中及以下","商业服务","不需要融资","100以下","销售与服务类",1.68639895357023,1.68639895357023
"1900","保安","中部地区",3,FALSE,"经验不限","学历不限","商业服务","未知","100-499","销售与服务类",1.09861228866811,1.09861228866811
"1901","保安","中部地区",3.6,FALSE,"1-3年","学历不限","商业服务","准备融资","100以下","销售与服务类",1.28093384546206,1.28093384546206
"1902","保安","南部地区",4.2,FALSE,"3-5年","学历不限","商业服务","未知","100-499","销售与服务类",1.43508452528932,1.43508452528932
"1903","保安","东部地区",6.6,TRUE,"1年以内","高中及以下","商业服务","不需要融资","100-499","销售与服务类",1.88706964903238,1.88706964903238
"1904","保安","中部地区",4.2,FALSE,"1-3年","高中及以下","商业服务","不需要融资","100以下","销售与服务类",1.43508452528932,1.43508452528932
"1905","保安","西部地区",3,TRUE,"经验不限","学历不限","商业服务","未知","100-499","销售与服务类",1.09861228866811,1.09861228866811
"1906","保安","西部地区",3,TRUE,"经验不限","高中及以下","金融互联网","不需要融资","100-499","销售与服务类",1.09861228866811,1.09861228866811
"1907","保安","西部地区",4.2,FALSE,"经验不限","高中及以下","商业服务","未知","500以上","销售与服务类",1.43508452528932,1.43508452528932
"1908","保安","中部地区",5.4,TRUE,"经验不限","学历不限","商业服务","准备融资","100-499","销售与服务类",1.68639895357023,1.68639895357023
"1909","保安","中部地区",3,FALSE,"1年以内","学历不限","商业服务","未知","100以下","销售与服务类",1.09861228866811,1.09861228866811
"1910","保安","西部地区",4.2,FALSE,"经验不限","学历不限","商业服务","准备融资","500以上","销售与服务类",1.43508452528932,1.43508452528932
"1911","保安","南部地区",4.2,FALSE,"经验不限","学历不限","商业服务","未知","100-499","销售与服务类",1.43508452528932,1.43508452528932
"1912","保安","中部地区",5.4,FALSE,"经验不限","高中及以下","商业服务","未知","100以下","销售与服务类",1.68639895357023,1.68639895357023
"1913","保安","中部地区",3,FALSE,"1-3年","高中及以下","商业服务","准备融资","100以下","销售与服务类",1.09861228866811,1.09861228866811
"1914","保安","中部地区",3,FALSE,"经验不限","学历不限","商业服务","未知","100以下","销售与服务类",1.09861228866811,1.09861228866811
"1915","保安","东北地区",4.2,TRUE,"1-3年","学历不限","商业服务","未知","100以下","销售与服务类",1.43508452528932,1.43508452528932
"1916","保安","南部地区",3.6,FALSE,"经验不限","学历不限","金融互联网","未知","100-499","销售与服务类",1.28093384546206,1.28093384546206
"1917","保安","南部地区",4.8,FALSE,"1年以内","高中及以下","商业服务","未知","100-499","销售与服务类",1.56861591791385,1.56861591791385
"1918","保安","南部地区",5.4,TRUE,"经验不限","学历不限","商业服务","已上市","500以上","销售与服务类",1.68639895357023,1.68639895357023
"1919","保安","东部地区",2.4,FALSE,"经验不限","学历不限","商业服务","未知","100以下","销售与服务类",0.8754687373539,0.8754687373539
"1920","保安","南部地区",4.2,TRUE,"经验不限","学历不限","商业服务","不需要融资","100-499","销售与服务类",1.43508452528932,1.43508452528932
"1921","保安","南部地区",5.4,TRUE,"经验不限","学历不限","商业服务","已上市","500以上","销售与服务类",1.68639895357023,1.68639895357023
"1922","保安","东部地区",5.4,TRUE,"经验不限","学历不限","商业服务","已上市","500以上","销售与服务类",1.68639895357023,1.68639895357023
"1923","保安","中部地区",5.4,FALSE,"经验不限","高中及以下","商业服务","未知","500以上","销售与服务类",1.68639895357023,1.68639895357023
"1924","保安","南部地区",5.4,TRUE,"经验不限","学历不限","商业服务","已上市","100以下","销售与服务类",1.68639895357023,1.68639895357023
"1925","保安","东北地区",5.4,TRUE,"1年以内","高中及以下","商业服务","未知","100以下","销售与服务类",1.68639895357023,1.68639895357023
